Order_ID,Customer_ID,Restaurant_ID,Rider_ID,Order_Date,Order_Time,City,Restaurant_Name,Cuisine,Order_Status,Payment_Method,Customer_Age,Gender,Distance_km,Delivery_Time_Min,Traffic_Level,Weather,Subtotal,Discount,Delivery_Fee,GST,Total_Amount,Profit,Customer_Rating,Review,Coupon_Code,Refund_Reason,Items_Count,Payment_Status,Peak_Hour,Weekend,Platform,Restaurant_Rating,Rider_Rating,Preparation_Time,Delivery_Type,Customer_Segment,Festival,Complaint_Type,Tip,Order_Time_Raw,Order_Month,Order_Day,Weekday,Hour,Time_Slot,Average_Order_Value,Profit_Margin_%,Delivery_Delay_Min,Delivery_Delay_Category,Revenue_Bucket,Customer_Age_Group
ORD00961,CUST1945,REST164,RID1078,2025-05-04,18:04:00,Navi Mumbai,Restaurant 92,South Indian,Delivered,Debit Card,38,Male,3.3,53,Low,Rain,215.2,10.76,30,10.22,244.66,57.45,1.0,Excellent,SAVE100,,2,Paid,No,Yes,Android,3.5,4.6,40,Standard,Regular,No,,20,18:04,May,4,Sunday,18,Evening,122.33,23.48,13,Slight Delay,Low Revenue,36-50
ORD00962,CUST9477,REST109,RID1631,2025-01-15,20:27:00,Pune,Restaurant 27,Burger,Delivered,Credit Card,37,Female,7.2,65,Medium,Clear,259.15,0.0,20,12.96,292.11,63.67,4.0,Good,,,3,Paid,Yes,No,Android,4.8,4.1,10,Express,Regular,No,,0,20:27,Jan,15,Wednesday,20,Evening,97.37,21.8,55,High Delay,Low Revenue,36-50
ORD00963,CUST7019,REST193,RID1896,2025-11-27,10:22:00,Mumbai,Restaurant 91,Pizza,Delivered,Debit Card,23,Male,3.6,31,Medium,Clear,1424.08,142.41,30,64.08,1375.75,351.19,1.0,Average,SAVE100,,6,Paid,No,No,Android,3.7,4.2,30,Standard,Regular,No,,30,10:22,Nov,27,Thursday,10,Morning,229.29166666666666,25.53,1,On Time,Top Revenue,18-25
ORD00964,CUST2732,REST146,RID1979,2025-06-03,08:14:00,Mumbai,Restaurant 21,Biryani,Delivered,Debit Card,21,Male,12.8,70,High,Cloudy,1440.02,144.0,50,64.8,1410.82,249.71,5.0,Average,SAVE100,,4,Paid,No,No,Android,3.5,4.5,30,Standard,New,No,,30,08:14,Jun,3,Tuesday,8,Morning,352.705,17.7,40,High Delay,Top Revenue,18-25
ORD00965,CUST2209,REST131,RID1223,2025-09-12,17:47:00,Mumbai,Restaurant 67,Burger,Delivered,Credit Card,23,Male,6.6,64,Medium,Clear,1138.93,56.95,50,54.1,1186.08,188.62,3.0,Excellent,FOOD10,,2,Paid,No,No,Android,3.8,4.8,29,Standard,Regular,No,,50,17:47,Sep,12,Friday,17,Evening,593.04,15.9,35,High Delay,High Revenue,18-25
ORD00966,CUST8370,REST171,RID1028,2025-02-01,21:54:00,Pune,Restaurant 90,North Indian,Delivered,UPI,46,Male,6.8,56,Medium,Clear,721.61,0.0,40,36.08,797.69,224.61,5.0,Excellent,,,5,Paid,Yes,Yes,Android,4.9,4.4,36,Standard,New,No,,20,21:54,Feb,1,Saturday,21,Night,159.538,28.16,20,High Delay,Mid Revenue,36-50
ORD00967,CUST4640,REST104,RID1963,2025-03-12,17:34:00,Pune,Restaurant 91,Biryani,Delivered,Wallet,22,Male,5.1,64,Medium,Clear,1074.55,0.0,30,53.73,1158.28,200.75,2.0,Excellent,,,2,Paid,No,No,Android,3.7,4.8,40,Standard,Premium,No,,30,17:34,Mar,12,Wednesday,17,Evening,579.14,17.33,24,High Delay,High Revenue,18-25
ORD00968,CUST9875,REST144,RID1531,2025-05-29,14:02:00,Mumbai,Restaurant 22,Burger,Delivered,Debit Card,22,Male,13.9,75,High,Rain,1047.67,157.15,40,44.53,975.05,148.74,5.0,Average,WELCOME50,,4,Paid,No,No,Android,4.1,4.2,39,Standard,Premium,No,,50,14:02,May,29,Thursday,14,Afternoon,243.7625,15.25,36,High Delay,High Revenue,18-25
ORD00969,CUST4531,REST119,RID1604,2025-05-19,10:00:00,Navi Mumbai,Restaurant 66,Biryani,Delivered,Cash,39,Female,7.3,27,Low,Rain,1423.15,0.0,20,71.16,1514.31,437.55,5.0,Excellent,,,4,Paid,No,No,Android,4.5,4.6,13,Standard,New,Yes,,50,10:00,May,19,Monday,10,Morning,378.5775,28.89,14,Slight Delay,Top Revenue,36-50
ORD00970,CUST3912,REST175,RID1489,2025-09-01,14:39:00,Bengaluru,Restaurant 14,South Indian,Delivered,Debit Card,23,Male,3.1,38,Medium,Rain,1340.04,201.01,40,56.95,1235.98,254.98,1.0,Excellent,FOOD10,,3,Paid,No,No,Android,4.4,4.6,36,Standard,Regular,No,,20,14:39,Sep,1,Monday,14,Afternoon,411.99333333333334,20.63,2,On Time,Top Revenue,18-25
ORD00971,CUST6170,REST189,RID1261,2025-09-04,10:26:00,Pune,Restaurant 42,Pizza,Cancelled,Debit Card,32,Female,3.7,75,High,Cloudy,195.8,0.0,50,9.79,255.59,70.23,4.0,Good,,,3,Paid,No,No,iOS,3.7,4.3,20,Standard,Premium,No,Wrong Item,50,10:26,Sep,4,Thursday,10,Morning,85.19666666666667,27.48,55,High Delay,Low Revenue,26-35
ORD00972,CUST8091,REST160,RID1390,2025-10-19,14:56:00,Hyderabad,Restaurant 23,Desserts,Delivered,Cash,36,Male,8.3,44,High,Rain,1097.61,109.76,30,49.39,1067.24,271.37,4.0,Average,SAVE100,,1,Paid,No,Yes,iOS,4.0,4.2,15,Express,New,No,,10,14:56,Oct,19,Sunday,14,Afternoon,1067.24,25.43,29,High Delay,High Revenue,36-50
ORD00973,CUST5297,REST175,RID1874,2025-06-22,11:32:00,Mumbai,Restaurant 62,North Indian,Delivered,Cash,41,Female,9.7,17,Medium,Clear,684.09,34.2,50,32.49,732.38,212.86,5.0,Poor,FOOD10,,3,Paid,No,Yes,Android,3.9,4.2,25,Standard,Regular,Yes,,0,11:32,Jun,22,Sunday,11,Morning,244.12666666666667,29.06,-8,On Time,Mid Revenue,36-50
ORD00974,CUST5123,REST104,RID1335,2025-11-09,15:44:00,Mumbai,Restaurant 23,Desserts,Delivered,Cash,39,Female,9.3,60,High,Rain,681.64,0.0,50,34.08,765.72,161.04,3.0,Excellent,,,3,Paid,No,Yes,iOS,3.7,4.6,24,Express,Regular,No,,20,15:44,Nov,9,Sunday,15,Afternoon,255.24,21.03,36,High Delay,Mid Revenue,36-50
ORD00975,CUST2332,REST113,RID1106,2025-11-14,15:24:00,Bengaluru,Restaurant 57,North Indian,Delivered,Cash,43,Female,8.6,42,High,Clear,1266.49,63.32,40,60.16,1303.33,241.69,4.0,Excellent,FOOD10,,5,Paid,No,No,Android,4.0,4.7,34,Standard,Premium,No,,50,15:24,Nov,14,Friday,15,Afternoon,260.666,18.54,8,Slight Delay,Top Revenue,36-50
ORD00976,CUST4765,REST172,RID1368,2025-05-23,23:00:00,Thane,Restaurant 11,Pizza,Delivered,Wallet,29,Male,9.1,55,Medium,Cloudy,1402.21,0.0,50,70.11,1522.32,446.04,1.0,Excellent,,,1,Paid,No,No,Android,3.8,4.8,36,Express,New,Yes,,10,23:00,May,23,Friday,23,Night,1522.32,29.3,19,High Delay,Top Revenue,26-35
ORD00977,CUST5009,REST100,RID1612,2025-03-30,13:59:00,Hyderabad,Restaurant 53,Pizza,Delivered,Debit Card,35,Male,6.6,40,Medium,Cloudy,1284.37,192.66,50,54.59,1196.3,319.7,1.0,Poor,SAVE100,,5,Paid,Yes,Yes,iOS,4.4,4.7,33,Express,Premium,No,,50,13:59,Mar,30,Sunday,13,Afternoon,239.26,26.72,7,Slight Delay,Top Revenue,26-35
ORD00978,CUST1004,REST192,RID1493,2025-03-23,22:44:00,Pune,Restaurant 51,Burger,Delivered,Cash,58,Male,5.8,31,High,Rain,548.84,0.0,20,27.44,596.28,94.26,4.0,Poor,,,2,Paid,No,Yes,Android,3.8,3.8,32,Express,Premium,No,,10,22:44,Mar,23,Sunday,22,Night,298.14,15.81,-1,On Time,Mid Revenue,51+
ORD00979,CUST1198,REST116,RID1249,2025-03-05,15:28:00,Pune,Restaurant 43,North Indian,Delivered,Credit Card,53,Female,15.0,74,Medium,Rain,633.61,63.36,40,28.51,638.76,130.04,2.0,Excellent,WELCOME50,,4,Paid,No,No,Android,4.7,4.0,38,Express,New,No,,50,15:28,Mar,5,Wednesday,15,Afternoon,159.69,20.36,36,High Delay,Mid Revenue,51+
ORD00980,CUST5117,REST187,RID1955,2025-10-23,17:18:00,Mumbai,Restaurant 99,South Indian,Delivered,UPI,51,Male,9.6,15,Low,Rain,826.55,0.0,40,41.33,907.88,251.91,5.0,Average,,,1,Paid,No,No,Android,4.6,4.0,15,Standard,Regular,No,,20,17:18,Oct,23,Thursday,17,Evening,907.88,27.75,0,On Time,High Revenue,51+
ORD00981,CUST2213,REST189,RID1406,2025-04-30,10:15:00,Hyderabad,Restaurant 28,Biryani,Delivered,Cash,37,Female,9.1,56,High,Rain,1331.42,66.57,40,63.24,1368.09,315.78,2.0,Good,SAVE100,,1,Paid,No,No,iOS,4.2,3.8,26,Standard,Regular,No,,50,10:15,Apr,30,Wednesday,10,Morning,1368.09,23.08,30,High Delay,Top Revenue,36-50
ORD00982,CUST1476,REST184,RID1729,2025-02-21,14:29:00,Mumbai,Restaurant 47,Desserts,Delivered,Wallet,30,Male,5.6,20,High,Cloudy,396.48,0.0,30,19.82,446.3,78.78,2.0,Average,,,5,Paid,No,No,iOS,4.8,4.1,31,Express,Regular,No,,10,14:29,Feb,21,Friday,14,Afternoon,89.26,17.65,-11,On Time,Low Revenue,26-35
ORD00983,CUST4991,REST164,RID1796,2025-12-26,17:03:00,Navi Mumbai,Restaurant 55,South Indian,Delivered,Wallet,57,Male,4.7,44,Medium,Cloudy,807.17,121.08,30,34.3,750.39,214.81,5.0,Excellent,WELCOME50,,6,Paid,No,No,iOS,3.9,4.3,36,Standard,Regular,No,,50,17:03,Dec,26,Friday,17,Evening,125.065,28.63,8,Slight Delay,Mid Revenue,51+
ORD00984,CUST5640,REST151,RID1177,2025-02-05,18:16:00,Mumbai,Restaurant 87,Desserts,Delivered,Credit Card,28,Female,4.6,65,High,Cloudy,678.03,67.8,50,30.51,690.74,114.2,3.0,Average,FOOD10,,4,Paid,No,No,Android,3.7,4.5,33,Express,New,No,,0,18:16,Feb,5,Wednesday,18,Evening,172.685,16.53,32,High Delay,Mid Revenue,26-35
ORD00985,CUST7069,REST176,RID1603,2025-02-28,21:32:00,Thane,Restaurant 25,Pizza,Delivered,Debit Card,52,Female,6.2,28,High,Clear,362.92,36.29,30,16.33,372.96,74.08,5.0,Excellent,SAVE100,,4,Paid,Yes,No,Android,4.6,4.3,12,Express,Regular,No,,10,21:32,Feb,28,Friday,21,Night,93.24,19.86,16,High Delay,Low Revenue,51+
ORD00986,CUST4644,REST106,RID1377,2025-05-03,13:17:00,Thane,Restaurant 38,Chinese,Delivered,Debit Card,36,Female,8.1,20,High,Clear,714.71,35.74,30,33.95,742.92,215.59,1.0,Poor,FOOD10,,2,Paid,Yes,Yes,Android,4.1,4.1,26,Standard,New,No,,10,13:17,May,3,Saturday,13,Afternoon,371.46,29.02,-6,On Time,Mid Revenue,36-50
ORD00987,CUST4435,REST129,RID1213,2025-03-18,17:42:00,Hyderabad,Restaurant 93,South Indian,Delivered,Wallet,50,Male,1.6,25,Medium,Clear,738.58,0.0,20,36.93,795.51,233.86,2.0,Good,,,5,Paid,No,No,Android,4.9,4.5,35,Standard,New,No,,50,17:42,Mar,18,Tuesday,17,Evening,159.102,29.4,-10,On Time,Mid Revenue,36-50
ORD00988,CUST6849,REST178,RID1303,2025-06-09,17:58:00,Mumbai,Restaurant 39,Pizza,Delivered,Cash,60,Female,12.9,19,Low,Clear,554.4,27.72,50,26.33,603.01,125.75,2.0,Good,SAVE100,,6,Paid,No,No,iOS,4.0,4.2,20,Express,Regular,No,,0,17:58,Jun,9,Monday,17,Evening,100.50166666666667,20.85,-1,On Time,Mid Revenue,51+
ORD00989,CUST1173,REST113,RID1547,2025-03-01,22:26:00,Hyderabad,Restaurant 67,South Indian,Delivered,Debit Card,29,Female,10.2,55,Medium,Cloudy,922.03,0.0,40,46.1,1008.13,189.46,2.0,Excellent,,,2,Paid,No,Yes,iOS,4.3,4.5,15,Express,Premium,No,,30,22:26,Mar,1,Saturday,22,Night,504.065,18.79,40,High Delay,High Revenue,26-35
ORD00990,CUST8189,REST165,RID1434,2025-01-06,18:32:00,Bengaluru,Restaurant 84,South Indian,Delivered,Cash,38,Female,8.9,18,High,Cloudy,1008.95,0.0,20,50.45,1079.4,286.27,1.0,Poor,,,1,Paid,No,No,iOS,4.3,4.8,33,Standard,Regular,No,,50,18:32,Jan,6,Monday,18,Evening,1079.4,26.52,-15,On Time,High Revenue,36-50
ORD00991,CUST8633,REST168,RID1959,2025-01-19,15:14:00,Bengaluru,Restaurant 68,Chinese,Delivered,Cash,47,Female,14.9,19,Medium,Rain,902.76,0.0,30,45.14,977.9,237.07,4.0,Average,,,1,Paid,No,Yes,Android,4.6,4.8,29,Standard,Premium,No,,20,15:14,Jan,19,Sunday,15,Afternoon,977.9,24.24,-10,On Time,High Revenue,36-50
ORD00992,CUST4172,REST168,RID1821,2025-11-24,20:31:00,Pune,Restaurant 68,North Indian,Delivered,Credit Card,33,Male,10.6,51,High,Clear,910.33,45.52,50,43.24,958.05,237.69,1.0,Excellent,FOOD10,,2,Paid,Yes,No,iOS,4.4,4.4,22,Express,Regular,No,,10,20:31,Nov,24,Monday,20,Evening,479.025,24.81,29,High Delay,High Revenue,26-35
ORD00993,CUST9042,REST187,RID1682,2025-05-16,09:10:00,Mumbai,Restaurant 24,Biryani,Delivered,UPI,21,Male,9.3,29,Medium,Clear,720.97,0.0,40,36.05,797.02,234.14,1.0,Good,,,1,Paid,No,No,iOS,4.0,4.7,14,Standard,Premium,No,,10,09:10,May,16,Friday,9,Morning,797.02,29.38,15,Slight Delay,Mid Revenue,18-25
ORD00994,CUST2367,REST113,RID1483,2025-01-27,08:47:00,Pune,Restaurant 58,Burger,Cancelled,Cash,52,Male,4.1,16,High,Clear,1271.93,127.19,50,57.24,1251.98,213.98,1.0,Average,FOOD10,,2,Paid,No,No,iOS,4.8,4.4,37,Express,Premium,No,Late,30,08:47,Jan,27,Monday,8,Morning,625.99,17.09,-21,On Time,Top Revenue,51+
ORD00995,CUST6214,REST107,RID1612,2025-01-30,14:04:00,Bengaluru,Restaurant 33,South Indian,Delivered,Cash,60,Male,12.7,42,High,Clear,504.29,0.0,20,25.21,549.5,155.41,5.0,Excellent,,,5,Paid,No,No,iOS,4.3,4.4,16,Standard,New,No,,20,14:04,Jan,30,Thursday,14,Afternoon,109.9,28.28,26,High Delay,Mid Revenue,51+
ORD00996,CUST3202,REST157,RID1969,2025-05-13,20:04:00,Mumbai,Restaurant 57,Chinese,Delivered,Credit Card,41,Male,6.5,30,High,Rain,683.35,68.34,20,30.75,665.76,171.85,,,FOOD10,,1,Paid,Yes,No,Android,4.3,4.4,10,Standard,Regular,No,,50,20:04,May,13,Tuesday,20,Evening,665.76,25.81,20,High Delay,Mid Revenue,36-50
ORD00997,CUST4498,REST132,RID1707,2025-12-25,20:06:00,Bengaluru,Restaurant 75,Burger,Delivered,Cash,33,Male,10.9,47,Low,Clear,720.57,0.0,30,36.03,786.6,196.49,4.0,Poor,,,6,Paid,Yes,No,Android,4.5,4.0,30,Express,New,No,,20,20:06,Dec,25,Thursday,20,Evening,131.1,24.98,17,High Delay,Mid Revenue,26-35
ORD00998,CUST5735,REST156,RID1696,2025-03-27,12:25:00,Hyderabad,Restaurant 19,Pizza,Delivered,Wallet,50,Male,3.3,25,Low,Cloudy,732.61,0.0,40,36.63,809.24,152.84,4.0,Average,,,1,Paid,Yes,No,iOS,3.8,4.6,29,Standard,Premium,No,,30,12:25,Mar,27,Thursday,12,Afternoon,809.24,18.89,-4,On Time,Mid Revenue,36-50
ORD00999,CUST9110,REST126,RID1036,2025-02-18,23:25:00,Thane,Restaurant 11,Pizza,Delivered,UPI,44,Male,3.2,40,High,Rain,1388.17,69.41,20,65.94,1404.7,406.68,,,SAVE100,,3,Paid,No,No,Android,4.4,4.2,11,Standard,Regular,No,,0,23:25,Feb,18,Tuesday,23,Night,468.23333333333335,28.95,29,High Delay,Top Revenue,36-50
ORD01000,CUST2488,REST108,RID1743,2025-09-27,18:58:00,Navi Mumbai,Restaurant 25,Pizza,Delivered,Wallet,22,Male,2.1,74,High,Rain,435.17,0.0,40,21.76,496.93,108.57,4.0,Excellent,,,6,Paid,No,Yes,Android,3.7,4.5,35,Standard,New,No,,50,18:58,Sep,27,Saturday,18,Evening,82.82166666666667,21.85,39,High Delay,Low Revenue,18-25
ORD01001,CUST2157,REST115,RID1681,2025-02-11,17:19:00,Thane,Restaurant 34,Burger,Delivered,Credit Card,40,Female,5.8,27,High,Cloudy,811.32,0.0,40,40.57,891.89,227.02,4.0,Average,,,4,Paid,No,No,Android,3.6,4.6,24,Express,Regular,No,,10,17:19,Feb,11,Tuesday,17,Evening,222.9725,25.45,3,On Time,High Revenue,36-50
ORD01002,CUST7442,REST131,RID1408,2025-10-14,10:23:00,Thane,Restaurant 40,Burger,Delivered,Cash,44,Female,5.0,38,Low,Cloudy,319.73,47.96,20,13.59,305.36,56.06,4.0,Poor,WELCOME50,,1,Paid,No,No,Android,3.6,4.9,18,Standard,Premium,No,,30,10:23,Oct,14,Tuesday,10,Morning,305.36,18.36,20,High Delay,Low Revenue,36-50
ORD01003,CUST5241,REST149,RID1333,2025-10-27,11:46:00,Mumbai,Restaurant 71,Pizza,Delivered,Wallet,30,Male,8.4,47,Low,Cloudy,641.2,64.12,20,28.85,625.93,146.3,1.0,Good,WELCOME50,,4,Paid,No,No,iOS,4.4,4.6,26,Express,New,No,,0,11:46,Oct,27,Monday,11,Morning,156.4825,23.37,21,High Delay,Mid Revenue,26-35
ORD01004,CUST4970,REST102,RID1319,2025-09-06,10:05:00,Mumbai,Restaurant 39,Chinese,Delivered,Cash,19,Male,10.4,33,Medium,Cloudy,1311.31,0.0,40,65.57,1416.88,380.05,3.0,Poor,,,2,Paid,No,Yes,Android,4.0,4.0,24,Standard,New,No,,10,10:05,Sep,6,Saturday,10,Morning,708.44,26.82,9,Slight Delay,Top Revenue,18-25
ORD01005,CUST7422,REST135,RID1199,2025-06-15,22:02:00,Navi Mumbai,Restaurant 3,Burger,Delivered,Debit Card,49,Female,1.0,53,Low,Rain,575.5,28.78,40,27.34,614.06,113.58,4.0,Good,FOOD10,,6,Paid,No,Yes,iOS,4.8,4.2,29,Express,New,No,,10,22:02,Jun,15,Sunday,22,Night,102.34333333333332,18.5,24,High Delay,Mid Revenue,36-50
ORD01006,CUST8630,REST125,RID1095,2025-09-23,10:41:00,Mumbai,Restaurant 44,Desserts,Delivered,Debit Card,56,Female,10.7,63,Low,Rain,709.92,0.0,50,35.5,795.42,142.39,4.0,Good,,,3,Paid,No,No,Android,3.5,4.5,21,Express,Regular,No,,0,10:41,Sep,23,Tuesday,10,Morning,265.14,17.9,42,High Delay,Mid Revenue,51+
ORD01007,CUST4235,REST110,RID1326,2025-05-15,15:58:00,Bengaluru,Restaurant 89,Desserts,Delivered,Wallet,31,Female,1.8,20,Medium,Cloudy,283.65,0.0,40,14.18,337.83,92.37,,,,,3,Paid,No,No,Android,4.1,4.9,12,Express,Regular,No,,0,15:58,May,15,Thursday,15,Afternoon,112.61,27.34,8,Slight Delay,Low Revenue,26-35
ORD01008,CUST1158,REST101,RID1519,2025-08-12,08:46:00,Pune,Restaurant 43,South Indian,Delivered,Cash,18,Male,2.7,25,Low,Cloudy,1329.97,199.5,30,56.52,1216.99,250.86,1.0,Good,FOOD10,,3,Paid,No,No,Android,4.4,4.3,28,Express,New,Yes,,0,08:46,Aug,12,Tuesday,8,Morning,405.66333333333336,20.61,-3,On Time,Top Revenue,18-25
ORD01009,CUST6993,REST125,RID1025,2025-08-25,09:49:00,Pune,Restaurant 63,Pizza,Delivered,Credit Card,57,Female,1.7,38,High,Rain,1375.11,137.51,50,61.88,1349.48,323.24,2.0,Poor,WELCOME50,,2,Paid,No,No,iOS,4.6,5.0,36,Express,New,No,,20,09:49,Aug,25,Monday,9,Morning,674.74,23.95,2,On Time,Top Revenue,51+
ORD01010,CUST7985,REST125,RID1490,2025-10-21,13:23:00,Thane,Restaurant 90,South Indian,Delivered,UPI,59,Male,14.1,57,Medium,Rain,221.44,33.22,30,9.41,227.63,64.77,,,WELCOME50,,1,Paid,Yes,No,iOS,4.6,4.4,36,Express,Regular,No,,0,13:23,Oct,21,Tuesday,13,Afternoon,227.63,28.45,21,High Delay,Low Revenue,51+
ORD01011,CUST3524,REST125,RID1637,2025-08-23,09:26:00,Navi Mumbai,Restaurant 18,South Indian,Delivered,Cash,38,Female,2.7,49,High,Rain,531.83,26.59,40,25.26,570.5,134.07,,,FOOD10,,5,Paid,No,Yes,Android,4.1,4.7,35,Standard,Premium,Yes,,0,09:26,Aug,23,Saturday,9,Morning,114.1,23.5,14,Slight Delay,Mid Revenue,36-50
ORD01012,CUST5970,REST114,RID1544,2025-08-27,22:51:00,Bengaluru,Restaurant 66,Desserts,Cancelled,UPI,32,Female,5.1,48,High,Cloudy,186.45,27.97,50,7.92,216.4,43.35,,,WELCOME50,,5,Paid,No,No,Android,4.2,4.2,25,Standard,Regular,No,Wrong Item,50,22:51,Aug,27,Wednesday,22,Night,43.28,20.03,23,High Delay,Low Revenue,26-35
ORD01013,CUST2203,REST146,RID1694,2025-04-25,17:19:00,Thane,Restaurant 33,South Indian,Delivered,Debit Card,51,Female,7.6,21,High,Cloudy,650.53,65.05,40,29.27,654.75,176.4,2.0,Poor,FOOD10,,1,Paid,No,No,Android,4.5,3.8,36,Standard,Regular,No,,10,17:19,Apr,25,Friday,17,Evening,654.75,26.94,-15,On Time,Mid Revenue,51+
ORD01014,CUST9574,REST153,RID1159,2025-09-21,18:16:00,Navi Mumbai,Restaurant 98,Desserts,Cancelled,UPI,41,Male,6.0,53,Low,Cloudy,429.47,64.42,50,18.25,433.3,109.34,1.0,Excellent,SAVE100,,5,Paid,No,Yes,iOS,4.6,4.1,19,Express,Premium,No,Wrong Item,10,18:16,Sep,21,Sunday,18,Evening,86.66,25.23,34,High Delay,Low Revenue,36-50
ORD01015,CUST9050,REST152,RID1735,2025-12-19,18:31:00,Thane,Restaurant 84,Chinese,Delivered,Wallet,39,Male,12.8,30,Low,Clear,1192.43,119.24,40,53.66,1166.85,199.0,3.0,Good,WELCOME50,,2,Paid,No,No,iOS,4.3,4.8,13,Standard,Regular,No,,10,18:31,Dec,19,Friday,18,Evening,583.425,17.05,17,High Delay,High Revenue,36-50
ORD01016,CUST9237,REST156,RID1086,2025-04-01,13:45:00,Mumbai,Restaurant 55,Pizza,Delivered,Credit Card,58,Female,5.7,35,Low,Clear,832.63,41.63,20,39.55,850.55,225.73,2.0,Excellent,WELCOME50,,2,Paid,Yes,No,iOS,4.3,5.0,13,Standard,New,No,,0,13:45,Apr,1,Tuesday,13,Afternoon,425.275,26.54,22,High Delay,Mid Revenue,51+
ORD01017,CUST6167,REST197,RID1475,2025-02-16,23:12:00,Mumbai,Restaurant 22,Pizza,Delivered,UPI,49,Female,7.9,64,Medium,Clear,777.11,116.57,30,33.03,723.57,199.47,5.0,Excellent,FOOD10,,4,Paid,No,Yes,Android,4.6,4.2,35,Express,Premium,No,,50,23:12,Feb,16,Sunday,23,Night,180.8925,27.57,29,High Delay,Mid Revenue,36-50
ORD01018,CUST8443,REST126,RID1005,2025-09-19,16:25:00,Bengaluru,Restaurant 86,Chinese,Delivered,Cash,32,Male,13.3,32,Medium,Rain,886.26,44.31,20,42.1,904.05,149.79,3.0,Good,FOOD10,,6,Paid,No,No,Android,4.8,4.6,26,Express,Premium,No,,30,16:25,Sep,19,Friday,16,Afternoon,150.67499999999998,16.57,6,Slight Delay,High Revenue,26-35
ORD01019,CUST1283,REST123,RID1639,2025-02-26,10:22:00,Thane,Restaurant 67,North Indian,Cancelled,UPI,40,Female,2.9,71,High,Clear,1334.07,0.0,40,66.7,1440.77,273.72,1.0,Excellent,,,1,Paid,No,No,iOS,4.0,4.3,27,Standard,Premium,No,Wrong Item,20,10:22,Feb,26,Wednesday,10,Morning,1440.77,19.0,44,High Delay,Top Revenue,36-50
ORD01020,CUST9811,REST192,RID1705,2025-02-24,10:03:00,Mumbai,Restaurant 95,Pizza,Delivered,Credit Card,50,Male,3.8,24,Low,Rain,261.13,0.0,30,13.06,304.19,78.45,3.0,Average,,,2,Paid,No,No,iOS,3.6,4.2,35,Standard,Premium,No,,20,10:03,Feb,24,Monday,10,Morning,152.095,25.79,-11,On Time,Low Revenue,36-50
ORD01021,CUST1875,REST134,RID1190,2025-12-14,20:23:00,Navi Mumbai,Restaurant 35,Desserts,Delivered,Credit Card,28,Male,14.9,63,Low,Cloudy,1075.9,0.0,40,53.8,1169.7,236.21,1.0,Good,,,2,Paid,Yes,Yes,Android,3.5,4.4,29,Standard,Premium,No,,30,20:23,Dec,14,Sunday,20,Evening,584.85,20.19,34,High Delay,High Revenue,26-35
ORD01022,CUST8260,REST177,RID1090,2025-02-17,22:11:00,Hyderabad,Restaurant 8,Chinese,Delivered,Debit Card,31,Male,7.2,73,High,Clear,909.02,45.45,40,43.18,946.75,239.75,,,SAVE100,,6,Paid,No,No,Android,4.8,4.0,19,Standard,New,No,,50,22:11,Feb,17,Monday,22,Night,157.79166666666666,25.32,54,High Delay,High Revenue,26-35
ORD01023,CUST3493,REST109,RID1663,2025-03-30,09:38:00,Hyderabad,Restaurant 93,Chinese,Delivered,Cash,34,Female,7.6,71,Low,Cloudy,755.04,0.0,20,37.75,812.79,215.34,5.0,Poor,,,2,Paid,No,Yes,Android,3.6,4.5,36,Standard,Regular,No,,30,09:38,Mar,30,Sunday,9,Morning,406.395,26.49,35,High Delay,Mid Revenue,26-35
ORD01024,CUST2416,REST176,RID1837,2025-01-31,11:01:00,Hyderabad,Restaurant 37,North Indian,Delivered,Debit Card,25,Male,4.5,58,Low,Cloudy,349.94,17.5,40,16.62,389.06,93.55,2.0,Average,WELCOME50,,5,Paid,No,No,Android,3.8,4.2,24,Express,New,No,,30,11:01,Jan,31,Friday,11,Morning,77.812,24.05,34,High Delay,Low Revenue,18-25
ORD01025,CUST8260,REST187,RID1379,2025-04-05,14:59:00,Thane,Restaurant 69,South Indian,Delivered,Wallet,35,Male,10.9,71,High,Rain,201.93,0.0,20,10.1,232.03,50.47,5.0,Good,,,3,Paid,No,Yes,Android,4.2,4.8,28,Standard,New,No,,20,14:59,Apr,5,Saturday,14,Afternoon,77.34333333333333,21.75,43,High Delay,Low Revenue,26-35
ORD01026,CUST5615,REST115,RID1747,2025-06-29,08:14:00,Hyderabad,Restaurant 68,Desserts,Refunded,Cash,46,Female,14.9,58,Low,Clear,451.84,0.0,50,22.59,524.43,153.28,1.0,Average,,Food Quality,1,Refunded,No,Yes,iOS,4.2,3.8,37,Express,Premium,No,Late,10,08:14,Jun,29,Sunday,8,Morning,524.43,29.23,21,High Delay,Low Revenue,36-50
ORD01027,CUST9709,REST120,RID1936,2025-09-11,13:33:00,Bengaluru,Restaurant 26,Chinese,Delivered,UPI,39,Male,10.0,50,Low,Rain,749.47,74.95,20,33.73,728.25,137.44,3.0,Average,WELCOME50,,2,Paid,Yes,No,Android,4.7,3.9,22,Express,Regular,No,,30,13:33,Sep,11,Thursday,13,Afternoon,364.125,18.87,28,High Delay,Mid Revenue,36-50
